JOBYEAR,JOBSERIES,JOBNO,JOBDATE,DEPTYPE,DEPTCODE,INDENTOR,MACHTYPE,MACHCODE,SUPPCODE,APRVINDENTOR,DAYS,FROMDATE,TODATE,RETIND,EQUIPTYPE,EQUIPCODE,SPECIFICATION,WORKDESCRIPTION,ENGREMARK,ITEMCODE,ITEMSRNO,PROBLEM,ACTIONTAKEN,ROOTCAUSE,ISUQTY,STKRATE,ISUVALUE,LABHOURS,LABCOST,TOTCOST,REMARK,STATUS,ACTION,EXTFROMDATE,EXTTODATE,EXTFROMDATE1,EXTTODATE1,BILLNO,BILLDATE,
20112012,MS,8,00:00.0,D,101,126, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,BLENDING SECTION & DRYING SECTION AT CHEMICAL SECTION, , ,720,205,147600,0,0,147600,WORKING 3 SHIFT X 24 PERSON X 30 DAYS , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,9,00:00.0,D,101,126, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,ONE TON JUMBO BAGS FILLING, , ,1,100,100,0,0,100,WORKING PERSON AS REQUIRE RATE : PER TON 100-00 RS., ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,10,00:00.0,D,202,121, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,MATERIAL FEEDING & FROM SHIFTER GLUTON BAGS FILLING/WEIGHING/ STICHING AND STACKING , , ,1,140,140,0,0,140,WORKING HOUR 3 SHIFTS PERSON  AS PER REQUIRE, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,10,00:00.0,D,202,121, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,2,IF BREACKDOWN FEEDING CONV.EXTRA 4 PERSON FOR HAND CART OPERATION FOR MANNUAL FEEDING, , ,1,205,205,0,0,205, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,11,00:00.0,D,1**,121, , ,302B242, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,GENERAL WORKS, , ,450,216,97200,0,0,97200,WORKING TIME : 3 SHIFT X 5 PERSON X 216 RS. X 30 DAYS, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,12,00:00.0,D,201,121, , ,302B242, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,OIL CAKE FILLING WEIGHING / STACKING AND TRANSFER TO GODOWN STACKING, , ,1,115,115,0,0,115,115 RS. PER TON ( NO PENALTY ), ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,13,00:00.0,D,201,121, , ,302B242, ,28,00:00.0,00:00.0,Y, , , , , ,19281064,1,OIL EXPELLER /GERM FIDDING / GERM BAG FILLING / PRESS OPERATION FIBRE, , ,1092,216,235872,0,0,235872,WORKING : 3 SHIFT X 13 PERSON X 216 RS. X 28 DAYS , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,14,00:00.0,D,5,121, , ,302C228, ,30,00:00.0,00:00.0,N, , , , , ,19281064,1,"USED DSM SCREEN .75M,0.50M TO BE USE BY SOLDRING", , ,6,2200,13200,0,0,13200,PERSON : 01, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,15,00:00.0,D,406,160, , ,302D097, ,2,00:00.0,00:00.0,Y, , , , , ,19209289,1,OFFICE MESS, , ,1,2910,2910,0,0,2910, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,16,00:00.0,D,407,116, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"REMOVAL OF SCALING FROM ALL REACTORS & LEADING,LIFTING & DUMPING IT AT ", , ,62,205,12710,0,0,12710,WORKING OF TWO PERSON TIME : 08:00 AM TO 05:00 P.M., ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,16,00:00.0,D,407,116, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,2,"OPERTION OF NEW REACTOR -3, ONE LABOUR/EACH SHIFT AND ONE IS IN GENERAL SHIFT", , ,130,205,26650,0,0,26650,WORKING OF 5-PERSON TIME : SHIFT & GENERAL, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,17,00:00.0,D,5,121, , ,302C228, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Used DSM Screen Repaired 75 Mic.& 50 Mic.To be Use By Soldering., , ,5,2200,11000,1,0,11000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,18,00:00.0,D,101,121, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Blending Section and Chemical Section and Drying Section Working 3 Shift x 8 Person x 31 Days., , ,744,205,152520,0,0,152520, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,19,00:00.0,D,101,121, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,One Tonn Jumbo Bag Filling.working Person 160-00 Rs., , ,1,160,160,0,0,160, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,20,00:00.0,D,202,121, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Material Feeding, Packing and Stitching.Working Person as Per Required.", , ,1,150,150,0,0,150, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,20,00:00.0,D,202,121, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,2,If Breakdon Feeding Conv. Extra 04 Person For Hand Cart for Material., , ,1,205,205,0,0,205, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,21,00:00.0,D,201,121, , ,302S869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Oil Section Work. 3Shift x 13 Person x 216 Rs. x 31 Days., , ,1209,216,261144,0,0,261144, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,22,00:00.0,D,0**,121, , ,302S869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,General Work. 3Shift x 5 Person x 216 Rs. x 31 Days., , ,465,216,100440,0,0,100440, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,23,00:00.0,D,201,121, , ,302S869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Oil Cake Feeling Weighting Stitching and Transport to Godown Stacking.115 Rs. per Tonn.(No Panalty.), , ,1,115,115,0,0,115, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,24,00:00.0,D,101,121, , ,302S869, ,31,00:00.0,00:00.0,N, , , , , ,19281064,1,STARCH DRYER WORKERS , , ,1,0,0,0,0,0,SHIFT 3 X 20 WORKERS PER SHIFT X 115 PER TON, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,25,00:00.0,D,202,122, , ,302R162, ,30,00:00.0,00:00.0,N, , , , , ,19281064,1,(1)Buhler Section Long Conveyor Modification in Two Piece and It's Platform Fabrication .(2)Both Elivator Servicing work to do., , ,3,12000,36000,0,0,36000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,26,00:00.0,D,1,122, , ,302R162, ,30,00:00.0,00:00.0,N, , , , , ,19281064,1,(1)Buhler Section Long Conveyor Modification in Two Piece and It's Platform Fabrication work to do.(2) Both Elivator Servicing work to do.(3) Both Elivator Pit Platform Repairing. (4) Denish Servicing and Screen Repairing .(5) Denish 2 Drive Modificat , , ,4,6000,24000,0,0,24000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,27,00:00.0,D,2,122, , ,302S809, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,Steep Vat Section General Maintanance work to do.Fitter.:2 x 275 Rs. Per Day.Welder.: 1 x 290 per Day. Helper.: 1 x 180 per Day., , ,1,30600,30600,0,0,30600, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,28,00:00.0,D,8,122, , ,302K230, ,30,00:00.0,00:00.0,N, , , , , ,19281064,1,General Maintanance work in Plant as a Welding Purpose.1 x 390 (12 Hrs. Duty 8 AM to 8 PM.) x30 days., , ,1,11700,11700,0,0,11700, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,29,00:00.0,D,101,122, , ,302S830, ,2,00:00.0,00:00.0,Y, , , , , ,19281064,1,Online Steam Leak Attend work to do. (Starch Dryer Main Steam Line near Electrical Panel.), , ,1,15000,15000,1,0,15000,Transportion Extra., ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,31,00:00.0,D,504,124, , ,302M293, ,7,00:00.0,00:00.0,Y, , , , , ,19281064,1,3'' HDPE JOINT, , ,6,80,480,0,0,480, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,31,00:00.0,D,504,124, , ,302M293, ,7,00:00.0,00:00.0,Y, , , , , ,19281064,2,3'' P.P BALL VALVE FITTING, , ,3,55,165,0,0,165, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,32,00:00.0,D,407,116, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,"REMOVAL OF SCALING FROM ALL REACTORS & LEADING,LIFTING,FILLING IN BAGS & DUMPING IT", , ,120,205,24600,0,0,24600,AT WORKING OF FOUR PERSON TIME : 8:00 AM TO 5:00 PM, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,32,00:00.0,D,407,116, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,2,OPERATION OF NEW REACTOR-3 ONE LABOUR/EACH SHIFT AND ONE IS IN GENERAL SHIFT, , ,130,205,26650,0,0,26650,WORKING OF FIVE PERSON TIME:SHIFT & GENERAL, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,33,00:00.0,D,101,126,M,94,302A537, ,4,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Repairing of Hopper in Pentrose Dryer, Resolving Leakages in Penetrose Dryer, Installation of Sample Valve in NaOCL Tank, Repairing of 3"" Centrifuge Line", , ,1,5800,5800,0,0,5800, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,34,00:00.0,D,101,121, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,One Tonn Jumbo Bag Filling., , ,1,160,160,0,0,160, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,35,00:00.0,D,201,121, , ,302S869, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Oil Cake Feeling,Weighting Stitching and Transport to Godown Stacking.(115 Rs. Per Tonn.No Panalty.)", , ,1,115,115,0,0,115, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,36,00:00.0,D,0**,121, , ,302S869, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,General Work 3 Shift x 5 Person x 216 Rs. x 30 Days., , ,450,216,97200,0,0,97200, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,37,00:00.0,D,201,121, , ,302S869, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,Oil Section work ( 3 Shift x13 Person x 216Rs. x 30 Days.), , ,1170,216,252720,0,0,252720, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,38,00:00.0,D,5,121, , ,302C228, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,Used DSM Screen Repaired 75 Mic. and 50 Mic. to be Use by Soldering., , ,1,2200,2200,0,0,2200, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,39,00:00.0,D,101,121, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,Blending Section and Chemical Section and Drying Section Working (3 Shift x 8 Person x 30 Days.), , ,720,205,147600,0,0,147600, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,40,00:00.0,D,202,121, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Material Feeding and From Shifter Gluten Bags.Feeling, Weighing, Stitching and Stacking.Working Hour. 3 Shift Person as Per Required", , ,1,150,150,0,0,150, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,40,00:00.0,D,202,121, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,2,If Breakdown In Feeding Conveyor Extra 04 Person Supply for Manual Feeding., , ,1,205,205,0,0,205, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,41,00:00.0,D,101,121, , ,302S869, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,Dryer Workers.( 20 Worker Per Shift x 115 Rs. Per Tonn.), , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,42,00:00.0,D,405,125, , ,302S791, ,3,00:00.0,00:00.0,N, , , , , ,19281064,1,FOR OPERATION & MAINTANCE WORKS FOR WORK SHOP, , ,1,0,0,0,0,0,WORKING PERSON : 21, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,43,00:00.0,D,504,124, , ,302S861, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,PRICOTT-1 ALIGNMENT & BASE SUPPORT FITTING WORK, , ,1,42000,42000,1,0,42000,L, ,UPD,00:00.0,00:00.0,NULL,NULL, ,NULL,
20112012,MS,44,00:00.0,D,504,124, , ,302R263, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,1,"GLUCOSE CONV.COIL CLEANING WORK, GLUCOSE& NEW TRIPPLE ZERABA SURFACE CONDENSOR VASSELCLEANING WORK AT QUDRAPAL PLANT", , ,2,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,45,00:00.0,D,504,182, , ,302A537, ,5,00:00.0,00:00.0,Y, , , , , ,19281064,1,BIG VIBRATER IS TO BE SHIFTED  FROM REFINARY PLANT TO ANH.DEXTROSE DEP. SMALL VIBRATER IS TO BE LOWER DOWN AS PER INSTRACTION AT DEX. DRYER, , ,1,15000,15000,0,0,15000, , ,UPD,00:00.0,00:00.0,NULL,NULL, ,NULL,
20112012,MS,46,00:00.0,D,901,153, , ,302S861, ,4,00:00.0,00:00.0,Y, , , , , ,19281064,1,autoclvave no.1 closer bolts open & fitting work with co. fitter, , ,1,18000,18000,0,0,18000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,47,00:00.0,D,201,121, , ,302S869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,OIL SECTION WORK (3 SHIFT X 13 PERSON X 216 RS. X 31 DAYS), , ,1209,216,261144,0,0,261144, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,48,00:00.0,D,101,121, , ,302s869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Dryer workers (20 worker per shift X 115 Rs. Per Tonn.), , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,49,00:00.0,D,201,121, , ,302s869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Oil cake Feeling, Weighting Stitching and Transport to Godown Stacking. (115 RS. Per Tonn. No Panalty.)", , ,1,115,115,0,0,115, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,50,00:00.0,D,101,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Blending Section and Chemical Section and Drying Section Working (3 Shift x 8 Person x 31 Days), , ,744,205,152520,0,0,152520, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,51,00:00.0,D,202,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Material Feeding and From Shifter Gluten Bags, Feeling, weighing, Stitching and Stacking, Working Hour. 3 Shift person as Required", , ,1,150,150,0,0,150, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,51,00:00.0,D,202,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,2,If Breakdown in Feeding Conveyor Extra 04 Person Supply for Manual Feeding, , ,1,205,205,0,0,205, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,52,00:00.0,D,101,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,One Tonn Jumbo Bag Filling, , ,1,160,160,0,0,160, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,53,00:00.0,D,5,121, , ,302c228, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Used DSM Screen Repaired 75 Mic. & 50 Mic. To be Use by Soldering, , ,5,2200,11000,1,0,11000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,54,00:00.0,D,407,116, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,2,OPERATION OF NEW REACTOR-3 ONE LABOUR/EACH SHIFT AND IS IN GENERAL SHIFT, , ,130,205,26650,5,0,26650,WORKING TIME : SHIFT & GENERAL, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,54,00:00.0,D,407,116, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"REMOVAL OF SCALING FROM ALL REACTORS & LEADING,LIFTING,FILLING IN BAGS & DUMPING IT ", , ,93,205,19065,3,0,19065,WORKING TIME : 8:00 A.M. TO 5:00 P.M., ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,55,00:00.0,D,0**,121, , ,302s869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,General work 3 Shift x 5 person x 216 Rs. x 31 days, , ,465,216,100440,0,0,100440, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,56,00:00.0,D,504,124, , ,302R245, ,3,00:00.0,00:00.0,Y, , , , , ,19281064,1,I/X ACID TOP COVER RUBBER LINIG WORKS, , ,1,0,0,3,0,0,URGENT, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,57,00:00.0,D,504,124, , ,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Dismanting, shifting and Erection of 95*c hot water tank", , ,1,40000,40000,0,0,40000, , ,UPD,00:00.0,00:00.0,00:00.0,00:00.0, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,1,90 MM CHOKDI WELDING, , ,1,1450,1450,2,0,1450, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,2,90 MM JOINT SAC-02, , ,7,80,560,2,0,560, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,3,90 MM JOINT SAC-02 EXTUDER, , ,7,450,3150,2,0,3150, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,4,90 MM FLANGE WELDING SAC-02, , ,1,450,450,2,0,450, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,5,63 MM FLANGE WELDING SAC-02, , ,1,350,350,2,0,350, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,6,160 MM JOINT ( R.O.-2 HDPE HEADER ), , ,19,160,3040,2,0,3040, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,7,160 MM JOINT ( R.O.-2 HDPE HEADER ) EXTUDER, , ,19,750,14250,2,0,14250, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,8,90 MM JOINT , , ,2,80,160,2,0,160, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,58,00:00.0,D,304,112, , ,302M293, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,9,90 MM WELDING WITH EXTUDER, , ,2,450,900,2,0,900, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,59,00:00.0,D,406,182, , ,302v193, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,2,labour working : 5 labour x 15 days, , ,75,225,16875,0,0,16875,Misc. civil work, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,59,00:00.0,D,406,182, , ,302v193, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,mason working : 1 mason x 15 days, , ,15,450,6750,0,0,6750, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,60,00:00.0,D,5,121, , ,302c228, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,used dsm screen repaired 75 mic. & 50 mic. to be use by soldering, , ,5,2200,11000,1,0,11000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,61,00:00.0,D,4,160,M,5,302D097, ,1,00:00.0,00:00.0,Y, , , , , ,19281064,1,"INSTALLATION OF VFD WITH FRAME,INCLUDING MAKING AND GROUTING OF FRAME", , ,1,3300,3300,6,0,3300, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,62,00:00.0,D,202,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,2,If Breakdown in Feeding Conveyor Extra 04 Person Supply for Manual Feeding, , ,1,205,205,0,0,205, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,62,00:00.0,D,202,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Material Feeding and From Shifter Gluten Bags, Feeling, Weighing, Stitching and Stacking. Working Hour 3 Shift Person as per required", , ,1,150,150,0,0,150, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,63,00:00.0,D,201,121, , ,302s869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Oil Section Works (3 Shift x 13 Person x 216 Rs. x 31 Days), , ,1209,216,261144,0,0,261144, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,64,00:00.0,D,101,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Blending Section and Chemical Section and Drying Section Working (3 Shift x 8 Person x 31 Days), , ,744,205,152520,0,0,152520, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,65,00:00.0,D,0**,121, , ,302s869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,General Work 3 Shift x 5 Person x 216 Rs. x 31 Days), , ,465,216,100440,0,0,100440, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,66,00:00.0,D,101,121, , ,302S869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,Dryer Workers. (20 Worker Per Shift x 115 Rs Per Tonn), , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,67,00:00.0,D,201,121, , ,302s869, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Oil Cake Feeling, Weighing Stitching and Transport to Godown Stacking. (115 Rs. Per Tonn. No Panalty)", , ,1,115,115,0,0,115, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,MS,68,00:00.0,D,101,121, , ,302v193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,One Tonn Jumbo Bag Filling, , ,1,160,160,0,0,160, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
